year,iso3,var,element,settlement,dist,value
latest,IND,incomecat,capital,urban,D2,1.61652
latest,IND,incomecat,capital,rural,D2,0.13996
latest,IND,incomecat,capital,urban,D3,0.56882
latest,IND,incomecat,capital,rural,D3,0.15711
latest,IND,incomecat,capital,urban,D4,1.23859
latest,IND,incomecat,capital,rural,D4,0.11589
latest,IND,incomecat,capital,urban,D5,1.34274
latest,IND,incomecat,capital,rural,D5,0.16125
latest,IND,incomecat,capital,urban,D6,1.03557
latest,IND,incomecat,capital,rural,D6,0.24426
latest,IND,incomecat,capital,urban,D7,1.53695
latest,IND,incomecat,capital,rural,D7,0.20901
latest,IND,incomecat,capital,urban,D8,1.31991
latest,IND,incomecat,capital,rural,D8,0.20394
latest,IND,incomecat,capital,urban,D9,1.6432
latest,IND,incomecat,capital,rural,D9,0.49448
latest,IND,incomecat,capital,urban,D10,2.10791
latest,IND,incomecat,capital,rural,D10,0.72629
latest,IND,incomecat,transfers,urban,D1,29.9939
latest,IND,incomecat,transfers,rural,D1,19.39585
latest,IND,incomecat,transfers,urban,D2,13.92536
latest,IND,incomecat,transfers,rural,D2,17.18632
latest,IND,incomecat,transfers,urban,D3,10.72235
latest,IND,incomecat,transfers,rural,D3,14.71052
latest,IND,incomecat,transfers,urban,D4,9.79967
latest,IND,incomecat,transfers,rural,D4,14.64085
latest,IND,incomecat,transfers,urban,D5,9.73684
latest,IND,incomecat,transfers,rural,D5,13.32355
latest,IND,incomecat,transfers,urban,D6,10.20849
latest,IND,incomecat,transfers,rural,D6,13.89173
latest,IND,incomecat,transfers,urban,D7,9.52698
latest,IND,incomecat,transfers,rural,D7,13.35635
latest,IND,incomecat,transfers,urban,D8,11.54058
latest,IND,incomecat,transfers,rural,D8,16.04129
latest,IND,incomecat,transfers,urban,D9,11.74428
latest,IND,incomecat,transfers,rural,D9,14.14585
latest,IND,incomecat,transfers,urban,D10,10.49484
latest,IND,incomecat,transfers,rural,D10,12.03149
latest,IND,incomecat,other,urban,D1,9.99999999473644e-06
latest,IND,incomecat,other,rural,D1,0
latest,IND,incomecat,other,urban,D2,1.00000000058387e-05
latest,IND,incomecat,other,rural,D2,0
latest,IND,incomecat,other,urban,D3,0
latest,IND,incomecat,other,rural,D3,0
latest,IND,incomecat,other,urban,D4,0
latest,IND,incomecat,other,rural,D4,-1.00000000058387e-05
latest,IND,incomecat,other,urban,D5,0
latest,IND,incomecat,other,rural,D5,1.00000000058387e-05
latest,IND,incomecat,other,urban,D6,0
latest,IND,incomecat,other,rural,D6,1.00000000058387e-05
latest,IND,incomecat,other,urban,D7,0
latest,IND,incomecat,other,rural,D7,0
latest,IND,incomecat,other,urban,D8,0
latest,IND,incomecat,other,rural,D8,0
latest,IND,incomecat,other,urban,D9,1.00000000058387e-05
latest,IND,incomecat,other,rural,D9,0
latest,IND,incomecat,other,urban,D10,-1.00000000058387e-05
latest,IND,incomecat,other,rural,D10,0
latest,IND,savings_rate,,urban,D1,-1288.817
latest,IND,savings_rate,,rural,D1,60.24278
latest,IND,savings_rate,,urban,D2,-176.5468
latest,IND,savings_rate,,rural,D2,-108.8307
latest,IND,savings_rate,,urban,D3,-105.3463
latest,IND,savings_rate,,rural,D3,-62.62509
latest,IND,savings_rate,,urban,D4,-74.23088
latest,IND,savings_rate,,rural,D4,-41.80723
latest,IND,savings_rate,,urban,D5,-52.6207
latest,IND,savings_rate,,rural,D5,-21.44633
latest,IND,savings_rate,,urban,D6,-35.87801
latest,IND,savings_rate,,rural,D6,-14.26118
latest,IND,savings_rate,,urban,D7,-16.39011
latest,IND,savings_rate,,rural,D7,5.37696
latest,IND,savings_rate,,urban,D8,1.69925
latest,IND,savings_rate,,rural,D8,12.08746
latest,IND,savings_rate,,urban,D9,17.23189
latest,IND,savings_rate,,rural,D9,26.92952
latest,IND,savings_rate,,urban,D10,40.17154
latest,IND,savings_rate,,rural,D10,50.02287
latest,IND,educat,No education,urban,D1,20.75368
latest,IND,educat,No education,rural,D1,32.62804
latest,IND,educat,No education,urban,D2,23.29246
latest,IND,educat,No education,rural,D2,32.35667
latest,IND,educat,No education,urban,D3,22.66456
latest,IND,educat,No education,rural,D3,32.21171
latest,IND,educat,No education,urban,D4,22.15631
latest,IND,educat,No education,rural,D4,31.94472
latest,IND,educat,No education,urban,D5,19.87807
latest,IND,educat,No education,rural,D5,31.22583
latest,IND,educat,No education,urban,D6,19.9901
latest,IND,educat,No education,rural,D6,29.30805
latest,IND,educat,No education,urban,D7,17.56676
latest,IND,educat,No education,rural,D7,27.17053
latest,IND,educat,No education,urban,D8,14.71581
latest,IND,educat,No education,rural,D8,26.36815
latest,IND,educat,No education,urban,D9,11.15468
latest,IND,educat,No education,rural,D9,21.91044
latest,IND,educat,No education,urban,D10,5.90359
latest,IND,educat,No education,rural,D10,16.41436
latest,IND,educat,Primary Education,urban,D1,23.32741
latest,IND,educat,Primary Education,rural,D1,21.94162
latest,IND,educat,Primary Education,urban,D2,27.30551
latest,IND,educat,Primary Education,rural,D2,23.32422
latest,IND,educat,Primary Education,urban,D3,27.19474
latest,IND,educat,Primary Education,rural,D3,23.14419
latest,IND,educat,Primary Education,urban,D4,27.45011
latest,IND,educat,Primary Education,rural,D4,23.93037
latest,IND,educat,Primary Education,urban,D5,27.57973
latest,IND,educat,Primary Education,rural,D5,25.64282
latest,IND,educat,Primary Education,urban,D6,28.8058
latest,IND,educat,Primary Education,rural,D6,26.10115
latest,IND,educat,Primary Education,urban,D7,30.12761
latest,IND,educat,Primary Education,rural,D7,27.29178
latest,IND,educat,Primary Education,urban,D8,28.54408
latest,IND,educat,Primary Education,rural,D8,26.99566
latest,IND,educat,Primary Education,urban,D9,25.54173
latest,IND,educat,Primary Education,rural,D9,26.57551
latest,IND,educat,Primary Education,urban,D10,16.48866
latest,IND,educat,Primary Education,rural,D10,23.55546
latest,IND,educat,Secondary Education,urban,D1,20.8008
latest,IND,educat,Secondary Education,rural,D1,9.67285
latest,IND,educat,Secondary Education,urban,D2,14.60164
latest,IND,educat,Secondary Education,rural,D2,8.6106
latest,IND,educat,Secondary Education,urban,D3,15.49311
latest,IND,educat,Secondary Education,rural,D3,9.33011
latest,IND,educat,Secondary Education,urban,D4,16.37767
latest,IND,educat,Secondary Education,rural,D4,9.97601
latest,IND,educat,Secondary Education,urban,D5,19.02478
latest,IND,educat,Secondary Education,rural,D5,10.65801
latest,IND,educat,Secondary Education,urban,D6,18.24514
latest,IND,educat,Secondary Education,rural,D6,12.43801
latest,IND,educat,Secondary Education,urban,D7,20.8373
latest,IND,educat,Secondary Education,rural,D7,15.53627
latest,IND,educat,Secondary Education,urban,D8,25.09539
latest,IND,educat,Secondary Education,rural,D8,17.06043
latest,IND,educat,Secondary Education,urban,D9,29.19219
latest,IND,educat,Secondary Education,rural,D9,21.50215
latest,IND,educat,Secondary Education,urban,D10,31.50323
latest,IND,educat,Secondary Education,rural,D10,27.15536
latest,IND,educat,Tertiary Education,urban,D1,7.52681
latest,IND,educat,Tertiary Education,rural,D1,1.38713
latest,IND,educat,Tertiary Education,urban,D2,3.90014
latest,IND,educat,Tertiary Education,rural,D2,1.11284
latest,IND,educat,Tertiary Education,urban,D3,3.7304
latest,IND,educat,Tertiary Education,rural,D3,1.06738
latest,IND,educat,Tertiary Education,urban,D4,3.52425
latest,IND,educat,Tertiary Education,rural,D4,1.34691
latest,IND,educat,Tertiary Education,urban,D5,4.49999
latest,IND,educat,Tertiary Education,rural,D5,1.76824
latest,IND,educat,Tertiary Education,urban,D6,6.09078
latest,IND,educat,Tertiary Education,rural,D6,2.30286
latest,IND,educat,Tertiary Education,urban,D7,5.67694
latest,IND,educat,Tertiary Education,rural,D7,2.77684
latest,IND,educat,Tertiary Education,urban,D8,8.19759
latest,IND,educat,Tertiary Education,rural,D8,4.37823
latest,IND,educat,Tertiary Education,urban,D9,13.14383
latest,IND,educat,Tertiary Education,rural,D9,6.41563
latest,IND,educat,Tertiary Education,urban,D10,28.1381
latest,IND,educat,Tertiary Education,rural,D10,12.18777
latest,IND,inequality_index,gini,urban,0,0.48598
latest,IND,inequality_index,gini,rural,0,0.50417
latest,IND,inequality_index,absolute_poverty,urban,0,0.07891
latest,IND,inequality_index,absolute_poverty,rural,0,0.258252
latest,IND,household_size,,urban,D1,5.44602870941162
latest,IND,household_size,,rural,D1,6.08141136169434
latest,IND,household_size,,urban,D2,6.56632089614868
latest,IND,household_size,,rural,D2,6.01858520507813
latest,IND,household_size,,urban,D3,6.05926847457886
latest,IND,household_size,,rural,D3,5.99124622344971
latest,IND,household_size,,urban,D4,6.15005207061768
latest,IND,household_size,,rural,D4,5.899977684021
latest,IND,household_size,,urban,D5,5.97490119934082
latest,IND,household_size,,rural,D5,5.84264707565308
latest,IND,household_size,,urban,D6,5.86240768432617
latest,IND,household_size,,rural,D6,5.89719009399414
latest,IND,household_size,,urban,D7,5.89229393005371
latest,IND,household_size,,rural,D7,5.72958755493164
latest,IND,household_size,,urban,D8,5.66036796569824
latest,IND,household_size,,rural,D8,5.77143907546997
latest,IND,household_size,,urban,D9,5.4926438331604
latest,IND,household_size,,rural,D9,6.01957130432129
latest,IND,household_size,,urban,D10,5.10469198226929
latest,IND,household_size,,rural,D10,5.75306463241577
latest,IND,expenditure_decile,,urban,D1,10.8614206752869
latest,IND,expenditure_decile,,rural,D1,7.61735841862777
latest,IND,expenditure_decile,,urban,D2,7.53932925315027
latest,IND,expenditure_decile,,rural,D2,6.88374896650903
latest,IND,expenditure_decile,,urban,D3,7.66515944229846
latest,IND,expenditure_decile,,rural,D3,7.26656534805129
latest,IND,expenditure_decile,,urban,D4,8.10025240149522
latest,IND,expenditure_decile,,rural,D4,8.05240436932269
latest,IND,expenditure_decile,,urban,D5,8.78806213769977
latest,IND,expenditure_decile,,rural,D5,8.5553908562873
latest,IND,expenditure_decile,,urban,D6,9.62675263404625
latest,IND,expenditure_decile,,rural,D6,9.86762996527952
latest,IND,expenditure_decile,,urban,D7,10.3888255618352
latest,IND,expenditure_decile,,rural,D7,10.3778229500796
latest,IND,expenditure_decile,,urban,D8,11.6176752210258
latest,IND,expenditure_decile,,rural,D8,12.6686072425604
latest,IND,expenditure_decile,,urban,D9,14.1411415010451
latest,IND,expenditure_decile,,rural,D9,15.0668174652231
latest,IND,expenditure_decile,,urban,D10,22.1328018474039
latest,IND,expenditure_decile,,rural,D10,21.261012836687
latest,IND,income_decile,,urban,D1,0.661844904894705
latest,IND,income_decile,,rural,D1,1.01358881341639
latest,IND,income_decile,,urban,D2,2.63101032260891
latest,IND,income_decile,,rural,D2,2.6085824774457
latest,IND,income_decile,,urban,D3,3.56479329200831
latest,IND,income_decile,,rural,D3,3.52012379455287
latest,IND,income_decile,,urban,D4,4.46253818718448
latest,IND,income_decile,,rural,D4,4.48242616802201
latest,IND,income_decile,,urban,D5,5.5258288219349
latest,IND,income_decile,,rural,D5,5.54656891159541
latest,IND,income_decile,,urban,D6,6.81337736225194
latest,IND,income_decile,,rural,D6,6.81169975471278
latest,IND,income_decile,,urban,D7,8.57454464997476
latest,IND,income_decile,,rural,D7,8.63304013888768
latest,IND,income_decile,,urban,D8,11.4016951381436
latest,IND,income_decile,,rural,D8,11.337634375366
latest,IND,income_decile,,urban,D9,16.4960887419044
latest,IND,income_decile,,rural,D9,16.2492539224475
latest,IND,income_decile,,urban,D10,39.8682785790939
latest,IND,income_decile,,rural,D10,39.7970816435536
latest,IND,,,urban,,3.06547
latest,IND,,,rural,,3.091515
latest,CIV,expcat_input,food,urban,D1,40.81576
latest,CIV,expcat_input,food,rural,D1,48.77209
latest,CIV,expcat_input,food,urban,D2,45.34052
latest,CIV,expcat_input,food,rural,D2,55.9131
latest,CIV,expcat_input,food,urban,D3,44.37515
latest,CIV,expcat_input,food,rural,D3,57.72646
latest,CIV,expcat_input,food,urban,D4,45.73174
latest,CIV,expcat_input,food,rural,D4,56.09275
latest,CIV,expcat_input,food,urban,D5,40.50562
latest,CIV,expcat_input,food,rural,D5,56.19923
latest,CIV,expcat_input,food,urban,D6,39.47507
latest,CIV,expcat_input,food,rural,D6,56.99853
latest,CIV,expcat_input,food,urban,D7,35.59351
latest,CIV,expcat_input,food,rural,D7,55.18137
latest,CIV,expcat_input,food,urban,D8,34.15167
latest,CIV,expcat_input,food,rural,D8,53.35307
latest,CIV,expcat_input,food,urban,D9,32.20084
latest,CIV,expcat_input,food,rural,D9,50.19074
latest,CIV,expcat_input,food,urban,D10,26.27214
latest,CIV,expcat_input,food,rural,D10,55.97461
latest,CIV,expcat_input,energy_housing,urban,D1,10.95736
latest,CIV,expcat_input,energy_housing,rural,D1,4.47989
latest,CIV,expcat_input,energy_housing,urban,D2,7.51929
latest,CIV,expcat_input,energy_housing,rural,D2,3.71963
latest,CIV,expcat_input,energy_housing,urban,D3,8.21502
latest,CIV,expcat_input,energy_housing,rural,D3,3.05382
latest,CIV,expcat_input,energy_housing,urban,D4,8.25591
latest,CIV,expcat_input,energy_housing,rural,D4,3.46145
latest,CIV,expcat_input,energy_housing,urban,D5,8.1033
latest,CIV,expcat_input,energy_housing,rural,D5,3.12996
latest,CIV,expcat_input,energy_housing,urban,D6,7.43472
latest,CIV,expcat_input,energy_housing,rural,D6,3.43577
latest,CIV,expcat_input,energy_housing,urban,D7,8.04392
latest,CIV,expcat_input,energy_housing,rural,D7,2.92274
latest,CIV,expcat_input,energy_housing,urban,D8,8.16738
latest,CIV,expcat_input,energy_housing,rural,D8,3.03517
latest,CIV,expcat_input,energy_housing,urban,D9,7.77356
latest,CIV,expcat_input,energy_housing,rural,D9,3.14409
latest,CIV,expcat_input,energy_housing,urban,D10,7.36952
latest,CIV,expcat_input,energy_housing,rural,D10,2.96976
latest,CIV,expcat_input,energy_transportation,urban,D1,8.37157
latest,CIV,expcat_input,energy_transportation,rural,D1,8.32693
latest,CIV,expcat_input,energy_transportation,urban,D2,8.23749
latest,CIV,expcat_input,energy_transportation,rural,D2,7.37234
latest,CIV,expcat_input,energy_transportation,urban,D3,9.64414
latest,CIV,expcat_input,energy_transportation,rural,D3,8.77907
latest,CIV,expcat_input,energy_transportation,urban,D4,9.47037
latest,CIV,expcat_input,energy_transportation,rural,D4,8.8404
latest,CIV,expcat_input,energy_transportation,urban,D5,11.85736
latest,CIV,expcat_input,energy_transportation,rural,D5,9.80623
latest,CIV,expcat_input,energy_transportation,urban,D6,11.29019
latest,CIV,expcat_input,energy_transportation,rural,D6,9.59054
latest,CIV,expcat_input,energy_transportation,urban,D7,12.34113
latest,CIV,expcat_input,energy_transportation,rural,D7,10.48267
latest,CIV,expcat_input,energy_transportation,urban,D8,13.64704
latest,CIV,expcat_input,energy_transportation,rural,D8,12.21306
latest,CIV,expcat_input,energy_transportation,urban,D9,15.16615
latest,CIV,expcat_input,energy_transportation,rural,D9,13.24598
latest,CIV,expcat_input,energy_transportation,urban,D10,16.90253
latest,CIV,expcat_input,energy_transportation,rural,D10,11.20644
latest,CIV,incomecat,other,urban,D1,
latest,CIV,incomecat,other,rural,D1,
latest,CIV,incomecat,other,urban,D2,
latest,CIV,incomecat,other,rural,D2,
latest,CIV,incomecat,other,urban,D3,
latest,CIV,incomecat,other,rural,D3,
latest,CIV,incomecat,other,urban,D4,
latest,CIV,incomecat,other,rural,D4,
latest,CIV,incomecat,other,urban,D5,
latest,CIV,incomecat,other,rural,D5,
latest,CIV,incomecat,other,urban,D6,
latest,CIV,incomecat,other,rural,D6,
latest,CIV,incomecat,other,urban,D7,
latest,CIV,incomecat,other,rural,D7,
latest,CIV,incomecat,other,urban,D8,
latest,CIV,incomecat,other,rural,D8,
latest,CIV,incomecat,other,urban,D9,
latest,CIV,incomecat,other,rural,D9,
latest,CIV,incomecat,other,urban,D10,
latest,CIV,incomecat,other,rural,D10,
latest,CIV,incomecat,labour,urban,D1,72.75944
latest,CIV,incomecat,labour,rural,D1,84.9966
latest,CIV,incomecat,labour,urban,D2,75.42021
latest,CIV,incomecat,labour,rural,D2,88.98144
latest,CIV,incomecat,labour,urban,D3,76.94652
latest,CIV,incomecat,labour,rural,D3,89.97903
latest,CIV,incomecat,labour,urban,D4,80.00818
latest,CIV,incomecat,labour,rural,D4,90.073
latest,CIV,incomecat,labour,urban,D5,82.20653
latest,CIV,incomecat,labour,rural,D5,89.87491
latest,CIV,incomecat,labour,urban,D6,81.62326
latest,CIV,incomecat,labour,rural,D6,90.31417
latest,CIV,incomecat,labour,urban,D7,83.59428
latest,CIV,incomecat,labour,rural,D7,90.90404
latest,CIV,incomecat,labour,urban,D8,86.70372
latest,CIV,incomecat,labour,rural,D8,90.99032
latest,CIV,incomecat,labour,urban,D9,87.25098
latest,CIV,incomecat,labour,rural,D9,92.00214
latest,CIV,incomecat,labour,urban,D10,85.23245
latest,CIV,incomecat,labour,rural,D10,90.54822
latest,CIV,incomecat,capital,urban,D1,3.0633
latest,CIV,incomecat,capital,rural,D1,0.77051
latest,CIV,incomecat,capital,urban,D2,3.44925
latest,CIV,incomecat,capital,rural,D2,0.61925
latest,CIV,incomecat,capital,urban,D3,2.04503
latest,CIV,incomecat,capital,rural,D3,0.96718
latest,CIV,incomecat,capital,urban,D4,3.0615
latest,CIV,incomecat,capital,rural,D4,0.96567
latest,CIV,incomecat,capital,urban,D5,3.34732
latest,CIV,incomecat,capital,rural,D5,0.89764
latest,CIV,incomecat,capital,urban,D6,2.50229
latest,CIV,incomecat,capital,rural,D6,0.8521
latest,CIV,incomecat,capital,urban,D7,3.51351
latest,CIV,incomecat,capital,rural,D7,0.95562
latest,CIV,incomecat,capital,urban,D8,1.44371
latest,CIV,incomecat,capital,rural,D8,1.23966
latest,CIV,incomecat,capital,urban,D9,2.50623
latest,CIV,incomecat,capital,rural,D9,1.76068
latest,CIV,incomecat,capital,urban,D10,3.1024
latest,CIV,incomecat,capital,rural,D10,1.86032
latest,CIV,incomecat,transfers,urban,D1,24.17727
latest,CIV,incomecat,transfers,rural,D1,14.23289
latest,CIV,incomecat,transfers,urban,D2,21.13054
latest,CIV,incomecat,transfers,rural,D2,10.39931
latest,CIV,incomecat,transfers,urban,D3,21.00845
latest,CIV,incomecat,transfers,rural,D3,9.05379
latest,CIV,incomecat,transfers,urban,D4,16.93032
latest,CIV,incomecat,transfers,rural,D4,8.96134
latest,CIV,incomecat,transfers,urban,D5,14.44616
latest,CIV,incomecat,transfers,rural,D5,9.22746
latest,CIV,incomecat,transfers,urban,D6,15.87445
latest,CIV,incomecat,transfers,rural,D6,8.83373
latest,CIV,incomecat,transfers,urban,D7,12.8922
latest,CIV,incomecat,transfers,rural,D7,8.14034
latest,CIV,incomecat,transfers,urban,D8,11.85257
latest,CIV,incomecat,transfers,rural,D8,7.77001
latest,CIV,incomecat,transfers,urban,D9,10.24279
latest,CIV,incomecat,transfers,rural,D9,6.23718
latest,CIV,incomecat,transfers,urban,D10,11.66516
latest,CIV,incomecat,transfers,rural,D10,7.59146
latest,CIV,incomecat,other,urban,D1,-1.00000000058387e-05
latest,CIV,incomecat,other,rural,D1,0
latest,CIV,incomecat,other,urban,D2,0
latest,CIV,incomecat,other,rural,D2,0
latest,CIV,incomecat,other,urban,D3,0
latest,CIV,incomecat,other,rural,D3,0
latest,CIV,incomecat,other,urban,D4,0
latest,CIV,incomecat,other,rural,D4,-1.00000000058387e-05
latest,CIV,incomecat,other,urban,D5,-1.00000000058387e-05
latest,CIV,incomecat,other,rural,D5,-1.00000000058387e-05
latest,CIV,incomecat,other,urban,D6,0
latest,CIV,incomecat,other,rural,D6,0
latest,CIV,incomecat,other,urban,D7,1.00000000058387e-05
latest,CIV,incomecat,other,rural,D7,0
latest,CIV,incomecat,other,urban,D8,0
latest,CIV,incomecat,other,rural,D8,9.99999999473644e-06
latest,CIV,incomecat,other,urban,D9,0
latest,CIV,incomecat,other,rural,D9,0
latest,CIV,incomecat,other,urban,D10,-1.00000000058387e-05
latest,CIV,incomecat,other,rural,D10,0
latest,CIV,savings_rate,,urban,D1,-10723.69
latest,CIV,savings_rate,,rural,D1,-1734.198
latest,CIV,savings_rate,,urban,D2,-321.5967
latest,CIV,savings_rate,,rural,D2,-159.9706
latest,CIV,savings_rate,,urban,D3,-181.89
latest,CIV,savings_rate,,rural,D3,-84.06919
latest,CIV,savings_rate,,urban,D4,-115.3841
latest,CIV,savings_rate,,rural,D4,-59.63302
latest,CIV,savings_rate,,urban,D5,-91.0585
latest,CIV,savings_rate,,rural,D5,-33.63025
latest,CIV,savings_rate,,urban,D6,-57.2395
latest,CIV,savings_rate,,rural,D6,-14.50826
latest,CIV,savings_rate,,urban,D7,-43.00645
latest,CIV,savings_rate,,rural,D7,-1.93687
latest,CIV,savings_rate,,urban,D8,-5.9902
latest,CIV,savings_rate,,rural,D8,8.82016
latest,CIV,savings_rate,,urban,D9,-0.96797
latest,CIV,savings_rate,,rural,D9,24.61879
latest,CIV,savings_rate,,urban,D10,31.81662
latest,CIV,savings_rate,,rural,D10,40.6455
latest,CIV,educat,No education,urban,D1,37.37859
latest,CIV,educat,No education,rural,D1,48.85544
latest,CIV,educat,No education,urban,D2,36.97695
latest,CIV,educat,No education,rural,D2,43.74975
latest,CIV,educat,No education,urban,D3,35.52064
latest,CIV,educat,No education,rural,D3,47.26682
latest,CIV,educat,No education,urban,D4,36.66661
latest,CIV,educat,No education,rural,D4,45.14533
latest,CIV,educat,No education,urban,D5,38.72156
latest,CIV,educat,No education,rural,D5,45.17216
latest,CIV,educat,No education,urban,D6,36.36836
latest,CIV,educat,No education,rural,D6,47.36703
latest,CIV,educat,No education,urban,D7,34.53426
latest,CIV,educat,No education,rural,D7,48.94253
latest,CIV,educat,No education,urban,D8,34.72212
latest,CIV,educat,No education,rural,D8,48.24355
latest,CIV,educat,No education,urban,D9,31.56233
latest,CIV,educat,No education,rural,D9,50.86007
latest,CIV,educat,No education,urban,D10,25.71446
latest,CIV,educat,No education,rural,D10,51.48293
latest,CIV,educat,Primary Education,urban,D1,12.44839
latest,CIV,educat,Primary Education,rural,D1,5.12112
latest,CIV,educat,Primary Education,urban,D2,11.47331
latest,CIV,educat,Primary Education,rural,D2,4.75092
latest,CIV,educat,Primary Education,urban,D3,10.37673
latest,CIV,educat,Primary Education,rural,D3,4.58022
latest,CIV,educat,Primary Education,urban,D4,9.14896
latest,CIV,educat,Primary Education,rural,D4,6.34362
latest,CIV,educat,Primary Education,urban,D5,11.92782
latest,CIV,educat,Primary Education,rural,D5,6.87818
latest,CIV,educat,Primary Education,urban,D6,12.63774
latest,CIV,educat,Primary Education,rural,D6,5.68911
latest,CIV,educat,Primary Education,urban,D7,12.68284
latest,CIV,educat,Primary Education,rural,D7,6.81472
latest,CIV,educat,Primary Education,urban,D8,11.57283
latest,CIV,educat,Primary Education,rural,D8,5.91344
latest,CIV,educat,Primary Education,urban,D9,11.88314
latest,CIV,educat,Primary Education,rural,D9,6.80953
latest,CIV,educat,Primary Education,urban,D10,11.15497
latest,CIV,educat,Primary Education,rural,D10,7.73294
latest,CIV,educat,Secondary Education,urban,D1,7.60042
latest,CIV,educat,Secondary Education,rural,D1,1.49821
latest,CIV,educat,Secondary Education,urban,D2,6.27389
latest,CIV,educat,Secondary Education,rural,D2,1.10407
latest,CIV,educat,Secondary Education,urban,D3,7.13029
latest,CIV,educat,Secondary Education,rural,D3,1.69404
latest,CIV,educat,Secondary Education,urban,D4,6.55497
latest,CIV,educat,Secondary Education,rural,D4,1.28873
latest,CIV,educat,Secondary Education,urban,D5,8.13508
latest,CIV,educat,Secondary Education,rural,D5,1.96803
latest,CIV,educat,Secondary Education,urban,D6,8.90176
latest,CIV,educat,Secondary Education,rural,D6,2.19213
latest,CIV,educat,Secondary Education,urban,D7,10.14901
latest,CIV,educat,Secondary Education,rural,D7,2.981
latest,CIV,educat,Secondary Education,urban,D8,10.34795
latest,CIV,educat,Secondary Education,rural,D8,3.39214
latest,CIV,educat,Secondary Education,urban,D9,14.26591
latest,CIV,educat,Secondary Education,rural,D9,3.95526
latest,CIV,educat,Secondary Education,urban,D10,17.13597
latest,CIV,educat,Secondary Education,rural,D10,5.1258
latest,CIV,educat,Tertiary Education,urban,D1,1.67279
latest,CIV,educat,Tertiary Education,rural,D1,0.04625
latest,CIV,educat,Tertiary Education,urban,D2,1.03664
latest,CIV,educat,Tertiary Education,rural,D2,0.18513
latest,CIV,educat,Tertiary Education,urban,D3,1.93206
latest,CIV,educat,Tertiary Education,rural,D3,0.08666
latest,CIV,educat,Tertiary Education,urban,D4,0.31225
latest,CIV,educat,Tertiary Education,rural,D4,0.06064
latest,CIV,educat,Tertiary Education,urban,D5,0.87885
latest,CIV,educat,Tertiary Education,rural,D5,0.07675
latest,CIV,educat,Tertiary Education,urban,D6,0.88395
latest,CIV,educat,Tertiary Education,rural,D6,0.1236
latest,CIV,educat,Tertiary Education,urban,D7,2.33958
latest,CIV,educat,Tertiary Education,rural,D7,0.51325
latest,CIV,educat,Tertiary Education,urban,D8,2.5097
latest,CIV,educat,Tertiary Education,rural,D8,0.13659
latest,CIV,educat,Tertiary Education,urban,D9,4.98544
latest,CIV,educat,Tertiary Education,rural,D9,0.75531
latest,CIV,educat,Tertiary Education,urban,D10,15.16468
latest,CIV,educat,Tertiary Education,rural,D10,2.29635
latest,CIV,inequality_index,gini,urban,0,0.6091
latest,CIV,inequality_index,gini,rural,0,0.57185
latest,CIV,inequality_index,absolute_poverty,urban,0,0.213126
latest,CIV,inequality_index,absolute_poverty,rural,0,0.296788
latest,CIV,household_size,,urban,D1,5.05060195922852
latest,CIV,household_size,,rural,D1,5.19632768630981
latest,CIV,household_size,,urban,D2,5.23398160934448
latest,CIV,household_size,,rural,D2,5.50363540649414
latest,CIV,household_size,,urban,D3,5.87706184387207
latest,CIV,household_size,,rural,D3,5.43736124038696
latest,CIV,household_size,,urban,D4,5.32524299621582
latest,CIV,household_size,,rural,D4,5.28395700454712
latest,CIV,household_size,,urban,D5,5.07025384902954
latest,CIV,household_size,,rural,D5,5.06493186950684
latest,CIV,household_size,,urban,D6,5.40231418609619
latest,CIV,household_size,,rural,D6,4.75387525558472
latest,CIV,household_size,,urban,D7,5.3173508644104
latest,CIV,household_size,,rural,D7,4.65427732467651
latest,CIV,household_size,,urban,D8,5.04885673522949
latest,CIV,household_size,,rural,D8,4.68720531463623
latest,CIV,household_size,,urban,D9,4.80928897857666
latest,CIV,household_size,,rural,D9,4.43156576156616
latest,CIV,household_size,,urban,D10,4.77588748931885
latest,CIV,household_size,,rural,D10,3.92633485794067
latest,CIV,expenditure_decile,,urban,D1,9.285326942722
latest,CIV,expenditure_decile,,rural,D1,6.50853643956751
latest,CIV,expenditure_decile,,urban,D2,6.59721917624436
latest,CIV,expenditure_decile,,rural,D2,5.03221694504035
latest,CIV,expenditure_decile,,urban,D3,7.06834621684721
latest,CIV,expenditure_decile,,rural,D3,5.81407822588582
latest,CIV,expenditure_decile,,urban,D4,7.27247591629698
latest,CIV,expenditure_decile,,rural,D4,6.74847977174043
latest,CIV,expenditure_decile,,urban,D5,8.77248464847278
latest,CIV,expenditure_decile,,rural,D5,7.53629447989879
latest,CIV,expenditure_decile,,urban,D6,8.85114867547379
latest,CIV,expenditure_decile,,rural,D6,8.38399140536932
latest,CIV,expenditure_decile,,urban,D7,10.6804389041047
latest,CIV,expenditure_decile,,rural,D7,9.70069150580495
latest,CIV,expenditure_decile,,urban,D8,10.5584640899532
latest,CIV,expenditure_decile,,rural,D8,11.4347046026799
latest,CIV,expenditure_decile,,urban,D9,15.3870253227464
latest,CIV,expenditure_decile,,rural,D9,14.512324630695
latest,CIV,expenditure_decile,,urban,D10,24.8123970498606
latest,CIV,expenditure_decile,,rural,D10,30.8372184328855
latest,CIV,income_decile,,urban,D1,0.281054368121445
latest,CIV,income_decile,,rural,D1,0.411775260304148
